alt,caption,commentsCount,dimensionsHeight,dimensionsWidth,displayUrl,firstComment,id,inputUrl,isSponsored,latestComments/0/id,latestComments/0/likesCount,latestComments/0/ownerProfilePicUrl,latestComments/0/ownerUsername,latestComments/0/text,latestComments/0/timestamp,latestComments/1/id,latestComments/1/likesCount,latestComments/1/ownerProfilePicUrl,latestComments/1/ownerUsername,latestComments/1/repliesCount,latestComments/1/text,latestComments/1/timestamp,latestComments/2/id,latestComments/2/likesCount,latestComments/2/ownerProfilePicUrl,latestComments/2/ownerUsername,latestComments/2/repliesCount,latestComments/2/text,latestComments/2/timestamp,latestComments/3/id,latestComments/3/likesCount,latestComments/3/ownerProfilePicUrl,latestComments/3/ownerUsername,latestComments/3/repliesCount,latestComments/3/text,latestComments/3/timestamp,latestComments/4/id,latestComments/4/likesCount,latestComments/4/ownerProfilePicUrl,latestComments/4/ownerUsername,latestComments/4/repliesCount,latestComments/4/text,latestComments/4/timestamp,latestComments/5/id,latestComments/5/likesCount,latestComments/5/ownerProfilePicUrl,latestComments/5/ownerUsername,latestComments/5/repliesCount,latestComments/5/text,latestComments/5/timestamp,latestComments/6/id,latestComments/6/likesCount,latestComments/6/ownerProfilePicUrl,latestComments/6/ownerUsername,latestComments/6/repliesCount,latestComments/6/text,latestComments/6/timestamp,likesCount,ownerFullName,ownerId,ownerUsername,shortCode,timestamp,type,url
"Photo by McDonald’s on August 01, 2024. May be a doodle of portable cassette player and text.",which core memory did these just unlock,1473,1350,1080,https://instagram.fabe1-1.fna.fbcdn.net/v/t51.29350-15/453433441_1011044020422249_7458389972125453688_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=BAEngJiUXMMQ7kNvgFCwRt0&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYALc5kn3wAv92BBw84qjQetIznPqEy3uzIWtOsLAiW0ug&oe=66C4F49D&_nc_sid=10d13b,Anyone remember a little motorcycle game?,3425109364848262866,https://www.instagram.com/mcdonalds/?hl=en,False,18053741257784583,0,https://scontent-mxp1-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-mxp1-1.cdninstagram.com&_nc_cat=1&_nc_ohc=05qe_AeNbowQ7kNvgHdO-76&edm=AJ9x6zYBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AYDrXXKWe9WX1BJ9lx2ZZRiua9gKaDaV8_Mg_kvkP7wwSA&oe=66C4DD0F&_nc_sid=65462d,3phen6,Anyone remember a little motorcycle game?,2024-08-16T01:48:09.000Z,1.7960345030674788e+16,0.0,https://instagram.fabe1-1.fna.fbcdn.net/v/t51.2885-19/351062675_151899874454081_6864888498681695955_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=NxMGWEQpZSEQ7kNvgHx1Z4e&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYChbO1coyowMNUslSQFUv28ttmUd5yof9sRW8Pkrc3yuA&oe=66C4C633&_nc_sid=10d13b,_kingsire,,Definitely a 90s kid and I definitely remember,2024-08-16T01:12:04.000Z,1.8127624660372028e+16,0.0,https://instagram.fabe1-1.fna.fbcdn.net/v/t51.2885-19/451034466_984950796658663_4751252316301819632_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=VFYX4zOTzHIQ7kNvgEwHvmx&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYC7Hx6oyFIxb0KjjdjtVah3N30IkDqLZhbUWqehAr6wOQ&oe=66C4EF15&_nc_sid=10d13b,mfrdx__,0.0,BRING BACK THE NEOPETS,2024-08-15T22:14:27.000Z,1.8046529068742284e+16,0.0,https://instagram.fabe1-1.fna.fbcdn.net/v/t51.2885-19/455267344_1019112112754028_2803105083757185693_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=JQWNUC7-OkkQ7kNvgGa2Yk7&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYB4ypLsf4VNru92EBQiQZR0oGM7NXf1vhVzY0eyE2zBLA&oe=66C4C5D2&_nc_sid=10d13b,kanetocrazy,0.0,didn’t put lego movie cup not liking,2024-08-15T21:18:41.000Z,1.802522013237001e+16,0.0,https://instagram.fabe1-1.fna.fbcdn.net/v/t51.2885-19/453875225_518320064059739_498183159244649659_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=URZLqnV7wyIQ7kNvgGMx2qQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDn0m9nZ5WU9c8F-UlkqV4rb-IYgnbj8fYS1L6eJwhV-g&oe=66C4E7F3&_nc_sid=10d13b,flygirlparkhopper,0.0,Toys back then were amazing!  Now I watch my niece open her happy meal and it’s a piece of paper for a toy.,2024-08-15T21:00:07.000Z,1.8045572899911724e+16,0.0,https://instagram.fabe1-1.fna.fbcdn.net/v/t51.2885-19/454022198_860777369267767_7675881682641715040_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=FbtKbegExNsQ7kNvgELxTct&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYA2fIciXuY_Dc7ch5gf-CkxZsBt8hujGcz6mH-6u7O6kQ&oe=66C4CB0A&_nc_sid=10d13b,caden.getty26,0.0,BRING BACK THE TRANSFORMING FOOD,2024-08-15T19:45:21.000Z,1.801475409260181e+16,0.0,https://instagram.fabe1-1.fna.fbcdn.net/v/t51.2885-19/434093838_1003161241224327_5917283509264181160_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fabe1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=nRDdQACkjOcQ7kNvgEUlxr0&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBekZpxOqTtung_UoPHzPBbbvKPHDOxYApuIfh2CTRnZw&oe=66C4E405&_nc_sid=10d13b,socialsauceclub,0.0,Got me reminiscing about the old days,2024-08-15T17:04:28.000Z,49820,McDonald’s,18343150,mcdonalds,C-IbtIApP7S,2024-08-01T15:07:55.000Z,Sidecar,https://www.instagram.com/p/C-IbtIApP7S/
"Photo shared by McDonald’s on August 06, 2024 tagging @hellokitty, @barbie, @cocacola, @dreamworks, and @tyinc. May be pop art of coffee cup, banana, cup, poster and text.",ur not ready for what i’m about to spill,2122,1350,1080,https://instagram.fagc1-1.fna.fbcdn.net/v/t51.29350-15/454305601_402157482410646_8973981250626410698_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fagc1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=KeMfKtWSOX0Q7kNvgGEvyyR&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCEHMchFCPSHIMoQfh6u1_wocPWCMpgemV1Zn3Bhhz_1g&oe=66C4FA5F&_nc_sid=10d13b,I need the hello kitty one and snoopy one how long are they going to have them?,3428708460076257610,https://www.instagram.com/mcdonalds/?hl=en,False,18078905617506312,0,https://instagram.fagc1-1.fna.fbcdn.net/v/t51.2885-19/422601323_933110234469994_6169615532046295611_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fagc1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=SjK-RAhVMsEQ7kNvgHZlFLK&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDD_jxTsncWe_Ks4hyEPT0PvfAThg3A50WcT34-39n6Gg&oe=66C4F006&_nc_sid=10d13b,slightly_complicated,I need the hello kitty one and snoopy one how long are they going to have them?,2024-08-15T23:03:31.000Z,1.7861987457203356e+16,0.0,https://instagram.fagc1-1.fna.fbcdn.net/v/t51.2885-19/370521978_823959315928801_3049600341333767470_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fagc1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=hHKMlF56bgMQ7kNvgH5fmSF&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYASAbd1SDBZNm3Jc7m4Dky2yRTrqxNtKUPI2pwKODlQ8A&oe=66C4D0E4&_nc_sid=10d13b,jimmckenzie,0.0,"@mcdonalds just ordered 2 collectors meals on Mobil and when I got there, they didn’t have any cups! ☠️",2024-08-15T22:52:34.000Z,1.810649118741389e+16,0.0,https://instagram.fagc1-2.fna.fbcdn.net/v/t51.2885-19/450086416_1010969560469024_7870124080010937228_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fagc1-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=3GGmbp4eYxgQ7kNvgEep_hC&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYB_gN8QpeCloDuMUujwrHtVJ-fSpp57ILJJA7OIyQWdSQ&oe=66C4FC5C&_nc_sid=10d13b,samanthawernimont,0.0,I got the grimace one today,2024-08-15T19:35:53.000Z,1.7892727080061332e+16,0.0,https://instagram.fagc1-1.fna.fbcdn.net/v/t51.2885-19/455048228_1542453983014746_8868964741728770306_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fagc1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=l0tLwaYXIG0Q7kNvgEUpcB-&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDgtovM6Ma62VYgxe_qB98cOs8GW2fzReJ1U7Q7GoHvDg&oe=66C4FC06&_nc_sid=10d13b,lucasstuffed,0.0,That coca cola cup looks so cool,2024-08-15T11:17:00.000Z,1.8027620330331824e+16,0.0,https://instagram.fagc1-1.fna.fbcdn.net/v/t51.2885-19/454424025_503087032225573_8467846316956786243_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fagc1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=9xHqlhCp0cgQ7kNvgGaZN4Z&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCF2C2aW4RuDX7DSQWI8qO1-zcVpj0cliQKSUFZQr3CAg&oe=66C4C522&_nc_sid=10d13b,djmerci24,0.0,best,2024-08-15T10:18:38.000Z,1.845875671300513e+16,0.0,https://instagram.fagc1-1.fna.fbcdn.net/v/t51.2885-19/454357148_1151560282600945_4431133118025218513_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fagc1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=fLKfbdL3cXwQ7kNvgHffYJu&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCHgslbU72RWufD-8mtpvA3HK8rH-p3X2vEEVz6vl6Awg&oe=66C4F7A4&_nc_sid=10d13b,its_lizett12,0.0,GRIMACE SHAKE BACK!!!,2024-08-14T23:30:28.000Z,1.7842851087284076e+16,0.0,https://instagram.fagc1-1.fna.fbcdn.net/v/t51.2885-19/453895023_412806425130842_4157275046027382301_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fagc1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=4aFCbs7iItMQ7kNvgFSbazX&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYB86nFGvEtBTBzy4iAvuz97Baf1p1HxTLqh3-ICfN8yXw&oe=66C4F57F&_nc_sid=10d13b,bk.ca,0.0,I missed the part where THE HABANERO RANCH was coming back…,2024-08-14T21:39:55.000Z,98077,McDonald’s,18343150,mcdonalds,C-VOC2pONFK,2024-08-06T14:18:41.000Z,Sidecar,https://www.instagram.com/p/C-VOC2pONFK/
"Photo by McDonald’s on July 13, 2024. May be a doodle of text.",juju strolling my way over rn,993,1344,1080,https://scontent-man2-1.cdninstagram.com/v/t51.29350-15/451038435_1004571027983353_6593695202449046599_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=101&_nc_ohc=e878iYn9tUQQ7kNvgFiNM1x&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBYH0P0VNfXIqYyq1PXcc6T64kWoNQduedcu8nB1bWWCw&oe=66C4D56B&_nc_sid=10d13b,"McDonald’s in pontoon beach sweet tea was tasting weird yesterday 8/12/2023 

This has happened before circa 2017 and the worker pee’d in the tea. 

Please investigate. 

@mcdonalds @bbcnews @mcdonaldsmx @mcdonaldsrd @mcdonaldscanada 

Sorry to tag so much but this deserves attention.",3411358577255141692,https://www.instagram.com/mcdonalds/?hl=en,False,18073674052539800,0,https://scontent-man2-1.cdninstagram.com/v/t51.2885-19/426458901_7846218882074505_6255064419369673640_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=AgS1JwQE-M8Q7kNvgGxNH1a&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAKzo25Dtb3czh0v4YkycF5TFd4xuTK0WgKqHi0BnR8jQ&oe=66C4D45B&_nc_sid=10d13b,czechiaz,"McDonald’s in pontoon beach sweet tea was tasting weird yesterday 8/12/2023 

This has happened before circa 2017 and the worker pee’d in the tea. 

Please investigate. 

@mcdonalds @bbcnews @mcdonaldsmx @mcdonaldsrd @mcdonaldscanada 

Sorry to tag so much but this deserves attention.",2024-08-13T17:00:27.000Z,1.791485018097324e+16,0.0,https://scontent-man2-1.cdninstagram.com/v/t51.2885-19/455355968_353337464377872_592086486118946399_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=100&_nc_ohc=RnT4ouGQCREQ7kNvgGFLLzV&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBMuQJtWaPGcBbX20DTw44gw6h50JRfr54BGoSji_BP2g&oe=66C4D32F&_nc_sid=10d13b,sulthan_daffa_dhirgham,0.0,Keep smile Indonesia @McDonald's me just kidding,2024-08-13T12:47:01.000Z,1.7877841077106246e+16,0.0,https://scontent-man2-1.cdninstagram.com/v/t51.2885-19/455249367_1057017445762306_4490440401947768591_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Q42KR0_KpCsQ7kNvgF6Akz7&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCtJMPVOxioH6LaFEzd2uc7iLKopw01xaUGaloeZYWPXw&oe=66C4FAD5&_nc_sid=10d13b,zshvdowz,0.0,My balls hurt ☹️,2024-08-13T05:22:52.000Z,1.803417843192156e+16,0.0,https://scontent-man2-1.cdninstagram.com/v/t51.2885-19/252375056_1113163849429725_2458521173196116898_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=rRI3x0xLXvQQ7kNvgEderkX&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBekNpdZRVqxc9rg8QjaFTgPbRhty7v-vNU8GtWJAiAfg&oe=66C4F370&_nc_sid=10d13b,kimothy.kat,0.0,How I would celebrate if you brought back the snack wrap ,2024-08-10T22:09:57.000Z,1.811395594939985e+16,0.0,https://instagram.ftas7-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.ftas7-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=05qe_AeNbowQ7kNvgGqnk6i&edm=AD93TDoBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AYAMHc_aI0QJREGE2321EZuKQWnoWnVb_qi1jc--c0Tm6Q&oe=66C4DD0F&_nc_sid=87e5dd,0292jm22mm2snwa9x,0.0,@itsstiica javi se dm ja ne mogu prva hitno mi je moram ti reci nes mnogo vazno,2024-08-10T21:33:11.000Z,1.8064590508527504e+16,0.0,https://scontent-man2-1.cdninstagram.com/v/t51.2885-19/448896748_1529294064333162_338520710848305443_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=106&_nc_ohc=u_zloOht80wQ7kNvgFdiIV1&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCizrUAiZbUyXeH7M-RSk2aNXucLG1OeI5H6UvdlvWTjw&oe=66C4D3CE&_nc_sid=10d13b,welcometomethmotel,,@slcksl0th FRR,2024-08-14T04:26:00.000Z,,,,,,,,28896,McDonald’s,18343150,mcdonalds,C9XlI1GxlE8,2024-07-13T15:47:34.000Z,Image,https://www.instagram.com/p/C9XlI1GxlE8/
"Photo shared by McDonald’s on July 10, 2024 tagging @23xiracing. May be an image of racing vehicles, race car and text.",race weekend recap,323,1350,1080,https://scontent-lga3-1.cdninstagram.com/v/t51.29350-15/450415600_2069528906762168_7681771935707207082_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Rvtfl1DoqsMQ7kNvgGqufmg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCakLhL1udHAOduRUsSR8luqq9_TiNj0cHSLUO6rf4DQw&oe=66C4E486&_nc_sid=10d13b,DRIVE TO SURVIVE BABY,3409181814798232131,https://www.instagram.com/mcdonalds/?hl=en,False,17946217352835747,0,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-19/441398841_355198607054102_8384930974065725793_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=qHWJwU3ByxwQ7kNvgGs-s7Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDC2l4nzPiDGFEgk1KSlBF0qytuqBjZp-H1aUYJRGWESg&oe=66C4F652&_nc_sid=10d13b,nicole._.sawh,DRIVE TO SURVIVE BABY,2024-08-15T01:57:28.000Z,1.8022386992343856e+16,0.0,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-19/414482521_1549069442524328_6992193480292168735_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=0b6V8LCkagcQ7kNvgFJJsmi&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYC9bhLDTdbkr-FxflzaI7xz9NQzFe1f6UP-EARbK2kO5g&oe=66C4D2E4&_nc_sid=10d13b,pakat_grafet_nasirzade,,Doğrudan teşekküre cevap verebilir misiniz?,2024-08-07T15:19:32.000Z,1.80357773961004e+16,0.0,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/447623610_1002415011370381_3520657301697770992_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=Sw5aR9USC7sQ7kNvgFPfwMV&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAeJ4XRzf3Uja9w0_lmbII_EqZu3LEUQg4YbCG8HbWfIg&oe=66C4CB60&_nc_sid=10d13b,dillydilly50.cal,0.0,Pov: you work at mcdonald's as a race car driver,2024-08-07T01:43:37.000Z,1.829750316716112e+16,0.0,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/441550960_740053454956984_7582302107017287807_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=8CHXlRNyXY8Q7kNvgEAF8gq&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBZ6ErFEZHE7i75iYPMJLp-e7g3k48kPN5-wTHlD7B89A&oe=66C4EEFA&_nc_sid=10d13b,bsar.o,0.0,,2024-08-06T18:37:02.000Z,1.8306942715084476e+16,0.0,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/441550960_740053454956984_7582302107017287807_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=8CHXlRNyXY8Q7kNvgEAF8gq&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBZ6ErFEZHE7i75iYPMJLp-e7g3k48kPN5-wTHlD7B89A&oe=66C4EEFA&_nc_sid=10d13b,bsar.o,0.0,Mcdonald's = muerte,2024-08-06T18:36:56.000Z,1.789620456604281e+16,0.0,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/455061115_1622979928261516_1383337594090696930_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=104&_nc_ohc=VxkTDHJYQ_MQ7kNvgENdxP1&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBKiKbWuyVTka-FPQr5IBC_2BzaVtGu_3yc-dIDxVYVNA&oe=66C4E4DF&_nc_sid=10d13b,diyorbek_toshpolatov._,0.0,Buycott  ALL EYES freePALASTINE,2024-08-02T06:20:29.000Z,1.8121296151374576e+16,1.0,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-19/448829524_998442698169214_3995023365206635281_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=buTV86m6IEMQ7kNvgHoF0gS&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDJ5k92HyQH0-zBKTagWCjYulO47MJbivZmlNjIWVyBxg&oe=66C4DE74&_nc_sid=10d13b,willy_walter_2,0.0,,2024-08-01T00:52:39.000Z,22240,McDonald’s,18343150,mcdonalds,C9P2MxFxSpD,2024-07-10T15:42:43.000Z,Sidecar,https://www.instagram.com/p/C9P2MxFxSpD/
"Photo by McDonald’s on August 15, 2024. May be an image of coffee cup, measuring cups, teacup, cup, mug, shot glass, water bottle and text.","loving Grimace in all his forms, Collector’s Meal is out now",476,1349,1080,https://scontent-atl3-2.cdninstagram.com/v/t51.29350-15/455946632_469576992557297_2223429661420459933_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=KXQIXy4eNSkQ7kNvgERYzYK&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAQ2qN0L0PotKZKh2YYXGgrYASKhBiSHFglytRNPjpITw&oe=66C4C868&_nc_sid=10d13b,"Yeah it is a scam. McDonald’s I went to literally all had the same cups. I got my order and sure enough, same cup… ",3435358747464313652,https://www.instagram.com/mcdonalds/?hl=en,False,18028015901259367,0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/120987249_865310550670074_6811882983752131636_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=HyDqInMnLRgQ7kNvgGShij1&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAtFZZqLD7BpLTaFiXt-MbsRK-nT2K43hy4b0i-QtvYQw&oe=66C4F7BE&_nc_sid=10d13b,osxchloecat,"Yeah it is a scam. McDonald’s I went to literally all had the same cups. I got my order and sure enough, same cup… ",2024-08-16T08:24:06.000Z,1.8036499481314416e+16,0.0,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-19/453835550_308715485587523_3536806557889463059_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=111&_nc_ohc=SzNTbskSx_UQ7kNvgGx7ubc&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBaStKWOBrpbAeHhUnfbLBEFNB6skOi2mDMkH1Dg1xDeA&oe=66C4DFDC&_nc_sid=10d13b,_tmrs_,0.0,When does this end????,2024-08-16T08:05:49.000Z,1.8042081733803812e+16,0.0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/347441772_264385876155250_7495985749085752757_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=A6SEGbYoUtYQ7kNvgHe-PLM&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYBIYnkFCdH3IiA4UOiExfXIvTgIzkHElVvihUZeMl0i2g&oe=66C4D5F7&_nc_sid=10d13b,michelleburke668,0.0,Will it be available in the uk ?,2024-08-16T07:58:48.000Z,1.8117168271387184e+16,0.0,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-19/385577079_185565494570129_7220134467882745446_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=105&_nc_ohc=7DkZ_HhZRI4Q7kNvgG5qfMR&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYACHGxZMqiLGqoCVKFt95BQPG_9o1PL0jiy_Z6N2Rtesg&oe=66C4D7AF&_nc_sid=10d13b,mely6215,0.0,We wanted the glass cups ,2024-08-16T07:41:20.000Z,1.7950659590719312e+16,0.0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/359699057_272185538733519_1380873523347994061_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=CDj-JtEnx_YQ7kNvgGW9G9O&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYDl6KUrgqnbn_lzwL2Q0AySsF30Q3pCUr_iosZY2bTilg&oe=66C4C7F9&_nc_sid=10d13b,nm_wild_rebel_575,0.0,Quick question are we customers allowed to ask for a different cup with a different code on the bottom if we already have that same cup for the McDonald's collection cups.@mcdonalds,2024-08-16T07:23:14.000Z,1.804818457388953e+16,0.0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/398262051_264694816548207_1256154041047446885_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=S1djl28bzvUQ7kNvgH2BXNE&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYCUW2uWE3WxRSd0gzIn6HhTdqxMqvJjnR4bng94Y_g1ng&oe=66C4E8B8&_nc_sid=10d13b,nene_r8er,0.0,Next do Squishmallows cups as well plastic and glass u welcome ,2024-08-16T07:13:48.000Z,1.7994587561671192e+16,0.0,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/120987249_865310550670074_6811882983752131636_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=HyDqInMnLRgQ7kNvgGShij1&edm=APs17CUBAAAA&ccb=7-5&oh=00_AYAtFZZqLD7BpLTaFiXt-MbsRK-nT2K43hy4b0i-QtvYQw&oe=66C4F7BE&_nc_sid=10d13b,osxchloecat,,@bethanyandthebeat you could actually. You could go in and ask for a specific one and even buy it alone.,2024-08-16T08:25:24.000Z,25173,McDonald’s,18343150,mcdonalds,C-s2JRapCs0,2024-08-15T18:31:37.000Z,Sidecar,https://www.instagram.com/p/C-s2JRapCs0/
